,username,eye_color,hair,skin_tone,skin_type,skin_concerns,foundation_color,review,recommend,unhelpful,helpful,star
2089,sickenkitten,Green,Brunette,Porcelain,Combination,Blackheads,110,"I LOVE that there are so many shades and I personally find the scent to be rather pleasant BUT as a girl who normally wears a lighter powder foundation this felt waaayyyyy too heavy on my skin. On top of that, I found it to be a bit drying. Despite using primer and a beauty blender this foundation clung to every tiny dry patch I didn't know I had. Maybe paired with the Fenty primer it would have been different but the heaviness of it alone sent this one back for me :(",0,0,0,60
2090,bwee84,Brown,Brunette,Olive,Combination,Aging,150,Love this product! Very lightweight!,1,0,0,100
2091,Mikayla410,Blue,Brunette,Porcelain,Combination,Redness,110,I have struggled my entire adult life with finding foundation that matched my fair complexion. This foundation goes on so smoothly and matches perfectly. Thank you Rihanna for making a product for all skin tones!,1,0,0,100
2092,saragoodwin,Green,Blonde,Light,Combination,Acne,170,Love how this foundation looks on my skin but it doesn’t last long.,1,0,0,80
2093,Izabeth,Blue,Blonde,Fair,Combination,Sensitivity,110,Very disappointed! After this line was first released every store was always sold out due to the hype and I had to wait months to buy this! I was so excited to finally get my hands on it and I've never been so disappointed. It does not blend in well AT ALL. It looks very uneven and clumpy on my skin. The consistency of this product is a disgrace. I've never had such a horrible experience with foundation before. Do not recommend!,0,0,0,20
2094,NinnyWatt,Hazel,Brunette,Medium,Oily,Uneven skin tones,240,"Made me break out. Though it might have been the stress of the holidays, so I stopped using it for a couple weeks to let my skin reset. Didn't work, broke out even worse. Plus it's FULL coverage, no option for anything but! Went back to old faithful foundation.",0,0,0,20
2095,LovelyEcho,Green,Brunette,Fair,Combination,Acne,150,"This has become my HG foundations! The finish from this foundation is very nice and has nice coverage, covering my acne scars and dark circles. I apply with a beauty blender and it has a nice natural look.",1,0,0,100
2096,Jenny2580,Gray,Blonde,Fair,Combination,Aging,120,"Sorry but this is not such a great foundation for me. Though it says neutral undertone it has a yellow casting to it which makes my face look very dull and unhealthy. Also, it’s very watery and runny where I prefer my foundation to be more creamy.",0,0,0,40
2100,memenal,Brown,Brunette,Medium,Normal,Dark circles,240,"this is incredible, i'm new to makeup and so wanted a very natural-looking foundation. i was always a bit wary of matte foundations because i stay in a dry/cold climate but this just sinks right in with some moisturising done before application. very breathable on the skin and you need very little to conceal most of the imperfections! would definitely repurchase",1,0,0,100
2103,Minaaaxox,Brown,Brunette,Light,Combination,Blackheads,200,OMG I LOVE LOVE THIS FOUNDATION. I didn’t really have high expectations for this product but omg I am totally in love with this. It goes on so smoothly and stays out all day.,1,0,0,100
2104,LoganG,Brown,Unknown,Unknown,Oily,Acne,390,I like this foundation I am on my second bottle already. It doesn’t really control the oil on my face even with the primer unfortunately (honestly nothing controls my oily acne prone skin all day) . It has a good coverage and it’s not cakey when you build it up. Be careful though because this foundation does transfer.,1,0,0,80
2105,missbushido,Unknown,Red,Light,Normal,Blackheads,170,"I was on the look out for a shade for my wedding this past October when I saw the Fenty line coming out. I normally don't wear make up on a daily basis, much less foundation, but this may make me change my mind. It's very lightweight- to the point where you forget you're wearing it. It didn't make me break out like other make ups have in the past. I would definitely recommend this product and I will probably be buying it again.",1,0,0,100
2106,NayNayMonay,Brown,Black,Deep,Dry,Acne,360,"The best foundation I've ever used. It covers like a dream, is totally buildable, light weight, doesn't even look like I have anything on. I've never owned a foundation that matched my skin tone SO PERFECTLY! Everything I've ever used has either been too red or too yellow but this shade is perfect.",1,0,0,100
2107,JayaS,Brown,Brunette,Tan,Combination,Blackheads,290,"Hands down, best foundation I've used in a while. I literally use 2 pumps and it covers my whole face and neck and the coverage is great! I have skin discoloration around my t-zone, along with a few pimple scars and it covers them right up- but I have a few freckles that are still visible, which I love! It's also super lightweight and smells amazing. Everyone's skin is different, but I have very sensitive skin and this foundation did not irritate it at all.",1,0,0,100
2108,jburkhart38,Brown,Auburn,Light,Dry,Acne,200,It’s awesome. Best Foundation I’ve ever used.,1,0,0,100
2109,Britters94,Hazel,Blonde,Medium,Oily,Acne,190,New favorite foundation. Beautiful finish on the skin.,1,0,0,100
2110,Parin,Green,Black,Medium,Combination,Acne,240,"I intitally got a sample to try it and now am ordering it. I heard from online that it oxidizes. THIS IS NOT TRUE! It is water-based, and when the water evaporates the color changes a little (similar to paint drying). The color changes within seconds, so it is really easy to search and find the perfect match. The finish is seamless and my scars and imperfections are perfectly covered. I've always been a huge fan of the Make Up For Ever Ultra HD foundation, but this is definitely giving that some competition!",1,0,0,100
2111,Polishfetish,Brown,Black,Deep,Oily,Blackheads,430,I love this foundation!! Very matte,1,0,0,100
2112,chinara,Brown,Black,Dark,Unknown,Dullness,450,450 was a perfect match. Smooth and even coverage. Great product,1,0,0,100
2114,Adrekoki2123,Brown,Brunette,Olive,Oily,Acne,360,Absolutely love!!!! Perfect match for my skin tone.,1,0,0,100
2115,Ramheartsgurl,Hazel,Red,Light,Dry,Blackheads,150,a absolutely LOVE Fenty foundation. Never has a foundation provided me not only with dull coverage but a shade so natural you forget you're wearing any at all. So light great range of shades highly recommend!,1,0,0,100
2120,harudal,Brown,Black,Medium,Dry,Blackheads,180,"Love the color range. Kudos to Rihanna for that. I personally like the matte finish while it seems many other reviewers like a dewy-er finish. However, I have drier skin and some dry patches too, so this foundation may not look good if you don't prep your skin properly. One trick to make sure the foundation looks flawless and beautiful is to exfoliate your skin, moisturize and using primer beforehand. Once you do that, it'll look amazing. Another issue is that it dries quickly, so definitely be prepared to blend quickly and small sections at a time.",1,0,0,80
2121,Hailey20,Blue,Blonde,Fair,Combination,Unknown,120,I love this. I am able to control the coverage. It goes on beautifully and blends easily. As a waitress I will put this on right before work and it will still be there after my shift. No complaints about this product and I will buy this again.,1,0,0,100
2122,SabrinaJustine,Hazel,Brunette,Porcelain,Combination,Acne,120,"My skin looks so clear with this, and the color is totally perfect. You have to work with it quickly as it dries fast but that’s ok, since once it sets it’s not going to budge. The packaging is really pretty, which is a plus. Really pleased with the product overall, hopefully I don’t break out like I’ve heard others mention. Fingers crossed, so far so good!",1,0,0,100
2123,isabellaarose14,Hazel,Brunette,Medium,Combination,Acne,190,"i love this foundation, its medium coverage but super buildable & yet its sooo lightweight. love this so much.",1,0,0,80
2124,Lydiamarieb,Brown,Red,Light,Combination,Unknown,210,"I wanted to love this foundation so bad. I've tried it with different primers and tools to see if they'd make a difference but no. This foundation looks really nice when first applied but after just a little time I notice it seep into all my fine lines, I'm only 21 so I don't have many but this foundation makes it look like I do. this foundation also slides all over my face, keep in mind I don't have oily skin, no matter what I set it with.",0,0,0,20
2125,gabbieg23,Brown,Blonde,Light,Combination,Aging,260,So comfortable to wear and lasts all day without getting oily❤️,1,0,0,100
2126,Dijanaaaa,Brown,Brunette,Medium,Combination,Acne,200,Love this product. One of the Sephora employees helped me match my skin tone with the correct shade and I must say I have never before this had a a better match. The foundation is a little sticky and heavy at first but I found that if you blend it with your fingers it applies much smoother. Once it's dry it leaves an amazing light and soft finish and leaves my face feeling so nice all day. As my skin tends to be a little dry in the morning and get oily throughout the day I definitely use a little moisturizer first with this product so it applies much smoother. Definitely worth the money spent on it.,1,0,0,100
2127,nubianbeauty90,Brown,Brunette,Dark,Combination,Acne,440,"My new holy grail foundation! 440 is literally my skin in a bottle. As most WOC, I have multiple shades due to hyper pigmentation. This foundation shade brings it all together beautifully and evens me out. It looks like I’ve just washed and moisturized my face and I have amazing skin. This formula is awesome for everyday wear and I have had no irritation issues or breakouts due to the foundation. I really appreciate the shade range and I love that everyone was so excited to purchase! This is what happens when you are an INCLUSIVE brand. Thank you Rihanna!",1,0,0,100
2128,Connieaddict,Brown,Black,Olive,Combination,Unknown,290,"I'm torn! looks great at first, I do eventually get oil but not as bad as other foundations. however I do believe this made me breakout. it's sad, because im not sure if I'm gonna keep it :/ my sister also broke out so we are pretty bummed.",1,0,0,60
2129,KathyJuan,Unknown,Unknown,Fair,Oily,Unknown,100,"I bought this for my 17 yr old daughter. She loves the product, but it does not love her. Though she has a few breakouts ever so often, this product wreaked havoc on her face. If you start to breakout, quickly stop wearing this product. It has a high level of silicone (dimethicone) in it which traps debris in the pores.",0,0,0,40
2130,Consentacles,Blue,Blonde,Porcelain,Oily,Acne,110,"I love how well this product matches my skin! It's good to see someone cares enough to make foundation in such a wide range of colours. It does a very good job of covering redness and keeping skin matte, but does not feel dry. My only concern is that it dries a bit too fast, and can look a bit streaky if you do not do so fast enough. Overall, I love this product, and would recommend it to anyone with oily skin, especially those that are on the lighter or darker ends of the skin spectrum.",1,0,0,80
2131,xmazey,Hazel,Brunette,Light,Oily,Acne,170,"Way too matte for my taste. Especially with my skin tone, it looked extremely chalky. Not full enough coverage for me",0,0,0,20
2132,riaplease,Brown,Black,Olive,Dry,Acne,300,"I'm not usually into matte foundations as I have normal/dry skin. However, this made my skin look like such a clean and uniform canvas for the rest of my makeup to go on. With a primer, it have good longevity. I am pleasantly surprised with the results. As others noted this does oxidize so you may need to go a shade lighter.",1,0,0,100
2133,sheeeeeen,Brown,Black,Fair,Dry,Sun damage,240,It's good. That's about it. Nothing fascinating here.,0,0,0,80
2134,BellaBrave,Brown,Blonde,Light,Combination,Acne,190,"I really really like this foundation. It goes on beautifully and wears very well. I have sensitive skin and combo oily and I've had ZERO issues. I'm recently 46, and it's not aging at all. I went with 190. 180 was a bit too yellow. I also tried 2 others darker. I feel like 190 is not the perfect shade, but it's the best of the 4 I tried.",1,0,0,100
2135,KelcR10,Green,Brunette,Light,Combination,Acne,180,"This is the best foundation I've ever used. This blends with my skin better than any foundation, matches perfectly. It is light and breathable but give me really good coverage. I have a lot of dark marks from acne. I still have to use some concealer on any breakouts but this completely covers everything else. Perfect to build on. Highly recommend thank you Riri!",1,0,0,100
2136,josienkz,Brown,Black,Deep,Combination,Acne,440,"I was able to wear this all day without having a primer, powder, or setting spray and it was a hot day! Truly didn't feel like I was wearing foundation and my skin looked amazing even with all my post acne dark spots",1,0,0,100
2137,VGuggenheim,Blue,Brunette,Light,Combination,Acne,190,I have oily skin and this foundation helps my makeup stay on.,1,0,0,100
2138,Lachunks81,Brown,Brunette,Fair,Combination,Unknown,270,Bought it for my daughter and I was amazed at how flawless this foundation looked..worth every penny,1,0,0,100
2139,Kindlyn,Brown,Brunette,Deep,Combination,Sensitivity,390,"This foundation looks like my skin, except better! I purchased 380, can also wear 370 during winter months.The finish is natural and enhances my golden undertone, the application is effortless and lasts all day. After years of searching, I have finally found the perfect foundation. It exceeds my expectation and I'm so grateful.",1,0,0,100
2140,Sarahynson,Brown,Brunette,Light,Dry,Acne,200,"Decided to try a matte finish but I normally buy tinted moisturizers. Love it, it is definitely full coverage wore it all day and my skin looks so good",1,0,0,100
2141,isabel99,Brown,Brunette,Medium,Combination,Acne,190,I have combination skin and found that the spots that are usually drier looked horrendous after only an hour. Extremely drying. Not for dry skin!!!,0,0,0,40
2142,zzsing3729,Brown,Blonde,Light,Combination,Acne,150,"I am obsessed with this foundation (I use it with the primer, foundation brush and sponge). It’s the perfect color and applies beautifully and I feel confident and gorgeous when I wear it. I almost done want to leave the house without a full face because that’s how amazing this is! Would highly recommend.",1,0,0,100
2143,GoldInTheCity,Unknown,Unknown,Unknown,Unknown,Unknown,330,My new Holy Grail foundation! I have very oily skin and my face stayed matte for my entire 8 hr work day! I love that it feels lightweight and your skin still looks like skin! You need this in your life!,1,0,0,100
2144,Smashley217,Blue,Blonde,Porcelain,Dry,Acne,100,"This is a pretty great foundation if you want a very matte finish. I'm very pale and it is difficult to find a foundation light enough for me but shade 100 fit me perfectly. The only problem I have with this foundation is how super matte it is. For dry skin, it dries out my skin even more so when i wear it i have to use my most moisturizing creams.",1,0,0,80
2145,Maddietheresa,Blue,Brunette,Tan,Combination,Acne,240,"Amazing. The perfect amount of coverage. Fella so light, just like a new layer of skin. Covered up my acne really well also.",1,0,0,100
2146,beautiful77,Brown,Blonde,Dark,Combination,Uneven skin tones,390,Skin concerns Uneven skin tones,1,0,0,100
2147,samjcwilliams,Blue,Blonde,Light,Combination,Acne,170,just got back into wearing foundation and quite enjoyed this product. medium coverage and lasts for most of the day but it wears off in the oily parts of my face. It also moves around on my nose. Doesn't minimize the appearance of texture and acne,1,0,0,80
2148,capeverdeanmommy,Brown,Black,Deep,Combination,Acne,390,"Was ready to dismiss they hype. Feels light, great coverage and lasts!",1,0,0,100
2149,sherwinsjean,Unknown,Unknown,Unknown,Unknown,Unknown,450,"I am in absolute love with this foundation! It's a nice, natural, medium coverage foundation - perfect for every day wear! I love the smell of it and although my skin has been really sensitive these past few days, it did not irritate my skin at all. As a woman with a darker complexion, I am really happy that the foundation didn't turn out orange and actually turned out to be my true skin shade! I prefer to apply my foundation with a beauty blender because it provides a more natural finish as the sponge absorbs excess product. As a person who owns about ten different foundations, I can say that this foundation has beat my holy grail now and I will be reaching for it all the time.",1,0,0,100
2150,juliasargent,Hazel,Brunette,Medium,Combination,Acne,200,"It’s very lightweight and hides imperfections. I️ love how it matches my skin tone and looks very natural. However, if you are a girl with dry skin this wouldn’t be the best product due to this foundation’s tendency to cling to your dry patches. Love you riri though ❤️",1,0,0,60
2151,Reneeeeeee1012,Brown,Auburn,Deep,Combination,Acne,390,Excellent coverage. Its soft and creamy doesnt smudge blends effortlessly. used 390 i have really red undertones,1,0,0,100
2152,eve26,Unknown,Unknown,Unknown,Unknown,Unknown,300,Finally found a foundation that works for me. Last me all day and doesn't seperate . My shade matches so well. My go to foundation from now on.,1,0,0,80
2153,Erinnng,Hazel,Unknown,Fair,Combination,Acne,140,I love this line! The coverage is flawless and the tone matches my skin perfectly! I also bought a darker shade for my summer tan.,1,0,0,100
2154,bcavallo23,Blue,Brunette,Light,Combination,Acne,150,I wanted to like this product so bad I was so excited for it but I have combination skin sometime dry around my nose and chin and this product made me break out so bad. I bought it when it was first released but it's just not worth the hype and that's coming from someone who has tested out multiple foundations. It just looks cakey and dry. It does not dry down well. I've tried multiple primers thinking that was the problem but my pores just look massive every time I wear this foundation.,0,0,0,60
2155,Aly983,Blue,Blonde,Porcelain,Combination,Blackheads,100,"Very good foundation, leaves skin looks flawless and matte. Does oxidize, so go a shade lighter. A little bit goes a long way, only 2 pumps max needed for full face or else looks cakey. Only con of this foundation is it does not stick to my nose, I've tried multiple primers and techniques of application with no luck... So I simply don't put the foundation on my nose and use a small amount of concealer on the nose instead for coverage. However, it works amazing on the rest of my face, and is actually light enough for my super pale skin. I recommend using a fair amount of moisturizer underneath if you are dry or combo skin",1,0,0,80
2157,sydneycarpenter,Brown,Brunette,Tan,Combination,Unknown,230,i love this foundation!!! Nice medium coverage but it is build able. Only problem is that it does dry fast but other than that perfect!,1,0,0,100
2158,RPap,Blue,Brunette,Fair,Combination,Dullness,120,"I'm 29 and this is the first foundation I ever buy. Sheer, lightweight and a perfect match for my skin. Absolutely adore all of Rihanna's Fenty Beauty products, period.",1,0,0,100
2159,CeceMarie11,Brown,Brunette,Medium,Combination,Blackheads,190,"Pretty good coverage, not the best. The foundation really clings to my dry spots and it shows.",0,0,0,40
2162,magicjellyfish,Blue,Blonde,Porcelain,Normal,Acne,100,"This is the best foundation I’ve ever used. It matches my skin tone perfectly, it doesn’t give me a yellow hue like all the other foundations I’ve tried. It doesn’t feel wet on my skin after applying either, it blends well into my skin. I love it!!",1,0,0,100
2163,2253grace,Blue,Brunette,Light,Combination,Acne,140,"Great for medium coverage and smoothing on the skin, has been my favorite for months!",1,0,0,80
2165,floviar,Brown,Brunette,Light,Oily,Acne,240,Really Like this foundation this is one of the best foundations that I have. Nice coverage and smooth.,1,0,0,100
2166,Krcbi,Blue,Red,Porcelain,Normal,Unknown,100,Finally a foundation that matches me! not to mention it has a great formula,1,0,0,100
2168,Kaylsrose,Brown,Brunette,Light,Combination,Acne,120,"I would have loved this foundation but it went on really cakey. I thought it was because I didn't moisturize enough, but the next day I applied multiple layers and it still went on cakey. Would not recommend if you have dry or oily skin. It may be because I live in a place where it's -25c on a regular day. The matt finish is nice but unfortunately I hated how cakey it was",0,0,0,40
2169,Taylorlaughton8,Brown,Brunette,Medium,Combination,Dullness,170,Love this! It has become my everyday foundation and I’m actually on my second bottle! Looks very pretty on the skin and sets itself as well! A little bit goes a long way too! Super great product for the price.,1,0,0,80
2170,RookieM,Hazel,Brunette,Fair,Oily,Acne,190,"As much as I wish I could love this foundation I just can't ! The colour match was really nice and I feel the coverage it's self was good , but it make my pores enormous and wasn't very blendable, it separated really quickly and settled into ever line and crease on my face, and made me super oily ! I did pair it with the primer as well ! Maybe with a different primer it may work but as of right now this foundation is a no for me !",0,0,0,60
2172,achristine93,Hazel,Brunette,Light,Combination,Dark circles,120,"I feel like the only person who isn't over the moon about this foundation! Yes, I LOVE the shade range- that is amazing. However, this foundation does not apply or wear well to my skin. I have combination skin, more on the oily side as of recently, and this foundation can hardly blend into my skin. I have tried a sponge, a brush, etc. It quickly settles into the creases of my nose and cakes up along the bridge and tip of my nose. Which is not textured, and I have never had that problem with other foundations. It also does not hold up well with heat/sweat like it claims too. Not very impressed.",0,0,0,40
2173,Maha2017,Brown,Black,Tan,Dry,Aging,310,"I am very happy that she came up with a huge range of colors. It was very easy to find a shade (just one try), I got a sample from a sephora store. I have to say that the shade looked very nice, it has a nice coverage and lasted throughout the day. There is only one issue, it made my T-zone very oily. Which is crazy because this never happens, my skin is definitely combination very dry face and slightly oily nose, I was surprised to have to clean up the oil in my nose through my work day even though I work sitting on a desk in an office with A/C. I guess it's a no for me, I also feel that it fades a bit. It's been 10 hours and it doesn't look as intense as this morning. I don't know, I was excited about this one. But I will be going back to the Teint Idole Ultra which by the way has more than 40 Shades. Give it a try!",1,0,0,80
2175,labchild,Brown,Black,Olive,Combination,Acne,290,"The coverage is PERFECT, just enough with one layer to even out skin, but super buildable for blemishes or hyper pigmentation. It's also the perfect natural matte, so you don't look like plastic, and oxidizes beautifully to really mesh with your skin. I have dry skin with a lot of pigmentation, and I break out very easily, and somehow Rihanna made a foundation that is safe on my skin. I wanted to find something bad to say about it, but it's been over a month now and I think fenty is my new everyday foundation! I used to use urban decay, which is also matte and buildable, but Rihanna really nailed this one.",1,0,0,100
2176,EmarieJ,Unknown,Blonde,Light,Dry,Acne,150,"This foundation is a must!! Went in to the store to make sure I got the perfect color. I'm so impressed that it is a full coverage foundation, though still feel so light on the skin. Hours after applied it still looks great. I highly recommend this foundation, it is my new favorite!",1,0,0,100
2177,taylorm822,Blue,Blonde,Fair,Combination,Acne,120,"This is a decent foundation but I found the foundation to look very yellow on my skin and even after blending, because of the discolouration of the yellow you could see the foundation on my skin, especially on the forehead.",1,0,0,60
2178,Stevie12,Green,Black,Porcelain,Combination,Unknown,100,"I've had a lot of trouble finding a foundation that matches my skin, but this one is perfect! Looks totally natural without any white powder over it. Really nice quality too.",1,0,0,100
2179,esskianaa,Brown,Black,Unknown,Oily,Dark circles,430,"beautiful foundation! i wear it to work and even when i’m sweating it gives me a luminous look instead of sliding off of my face. basically, i can wear this and not look like a sweaty pig",1,0,0,100
2180,SiiSiiRazo4,Brown,Black,Deep,Combination,Acne,380,"Purchased this product because it looked like the perfect match while in stores...but as the day progressed, I found the foundation to become too dark and even orange in color. I later returned it. And tried out more than 4 additional colors! I have to have my FENTY!",1,0,0,60
2181,peypey41,Unknown,Unknown,Unknown,Unknown,Unknown,170,Amazing. Love the matte foundation. Definitely a must have!,1,0,0,100
2182,eelljones,Green,Brunette,Fair,Dry,Dullness,120,"I love this product! After a few years of wearing a few different brands, I’ve finally found a shade that matches my skin tone. The previous foundation I used was one of the lightest colors they had, and it still made my skin look orangey/like I had gotten a fake tan on just my face. My only hesitation is that I have DRY skin and up close, this foundation causes my skin to look very flakey/like I hadn’t blended it in enough. Any reccomenders as to how I could fix it? I bought it and love it so much that I don’t want to return it, but I need some good moisturizers/setting sprays that might help!",1,0,0,80
2183,redlipschick,Green,Red,Light,Dry,Blackheads,120,"It was ok. Very very matte, I had a hard time with my nose contour when I used this, it wouldn’t blend and the. The foundation lifted.",0,0,0,60
2184,Tricia291,Brown,Black,Dark,Combination,Uneven skin tones,440,I love this foundation. If your looking for a light weight natural looking foundation then this is it. I apply it with a foundation brush because I find beauty blenders wastes products. It lasts all day and simply looks like healthy looking glowing skin when you apply it.,1,0,0,100
2185,Msjoi,Brown,Black,Dark,Combination,Acne,430,"This is one of the best foundations I’ve used so far. When it comes to foundation I’m usually a MAC girl but this one here has changed my mind. I’m usually really oily in my t-zone by the 3rd hour of wearing my makeup, but this Fenty here held up all day long! I don’t have to blot or powder throughout the day if I don’t want to. The only thing I don’t like about Fenty is that by the end of the night I do see my pores coming through. Other than that is is the perfect foundation! I’m just annoyed at how long it take to come back in stock. Next time I’m ordering 2!",1,0,0,100
2186,brenda97,Brown,Brunette,Olive,Combination,Acne,240,"This foundation is so GREAT on my skin. I love that it keeps my face matte without drying it completely. It looks and feels good on my skin. The only thing I don't like about it is the coverage. It says it medium to full coverage, but to me it seems like its barely medium coverage (if you build it up). If you're looking for a good medium coverage foundation for combo/ oily skin, this is a winner!",1,0,0,80
2187,DeidreMUA,Brown,Black,Dark,Combination,Acne,390,"This foundation is GORGEOUS! I have tried many high end foundations and this is one of my new favs. It sets, transfer resistant, has a beautiful velvet matte finish, PHOTOGRAPHS amazing!!! The bottle is weighty, simple and pretty. I also enjoy the very faint fragrance. LOVE that there were so many shades and undertones to choose from! I did have to trial and error to find my shade. Looks more beautiful on as the day goes on and very long wearing.",1,0,0,100
2188,Joia84,Brown,Brunette,Deep,Combination,Dullness,360,"Had such high hopes and it completely let me down! Tried it with beauty blender first day, make separated and looked blotchy after 30-45 mins. Then tried it with foundation brush, same issue. I really really really wanted to love this product but so not worth the money or the hype.",0,0,0,40
2189,CelesteAC,Hazel,Brunette,Fair,Combination,Acne,150,"This foundation is definitely worth the hype. It is beautiful in the sunlight and in flash photography. I will say this is more of a natural looking foundation, not so much full coverage. I have very oily skin and I didn't have any oils shine through this foundation for over 7 hours! Worth the money :).",1,0,0,100
2190,Michee92,Unknown,Unknown,Unknown,Unknown,Unknown,350,This is the best foundation I have ever tried!! It leaves my face looking flawless all day long! It applies very smoothly and I only need one application. It truly is long lasting. I will definitely be purchasing this product again.,1,0,0,100
2191,rachd74,Brown,Brunette,Medium,Oily,Blackheads,160,"I wanted to love this foundation but it did NOT work for me. I don’t feel like it did much to keep my oily skin at bay and it did NOTHING to blur my pores. Furthermore, I had the hardest time blending this foundation (I even used the Fenty brush!). I tried this out for a solid two weeks and just couldn’t make this work - returned",0,0,0,20
2192,irg19,Green,Brunette,Light,Combination,Acne,180,"Love the lightweight feel and velvety soft matte finish, skin looks airbrushed. I have combination skin with a very oily nose and forehead with large pores, I blot a couple of times during the day but this doesn't disturb the foundation at all. Wears beautifully throughout a 17 hour day and doesn't rub off or cake up at all. I apply with a Sephora medium coverage foundation brush for a medium coverage but the coverage is buildable for a more full coverage look. I'm very happy with this foundation and I would recommend it to anyone with normal/combination/oily skin types.",1,0,0,100
2193,jmckee5,Blue,Black,Porcelain,Combination,Acne,120,"Patchy, doesn’t build up, creases under eyes and oxidizes quite a lot.",0,0,0,40
2194,mzlinder,Brown,Brunette,Tan,Dry,Sensitivity,350,Great product unfortunately I needed a shade lighter. This product is light but gives full coverage when I need it!,1,0,0,100
2195,tmg7798,Brown,Black,Fair,Combination,Aging,120,I just want to thank Rihanna and that’s it.,1,0,0,100
2196,emilyish,Brown,Brunette,Light,Combination,Acne,150,"i love this foundation! it’s not cakey and has buildable coverage. great for normal-combination skin, don’t have to powder anywhere but my t-zone. all products that i’ve tried from this collection r gr8",1,0,0,100
2197,amandamariet,Hazel,Brunette,Porcelain,Normal,Aging,120,I've struggled for a long time to find the right foundation shade for my skin. My neck is darker than my face so it can be challenge sometimes. This is the first product that matches my weird pinky but not undertones of my skin and makes it look like i'm not wearing any foundation. Love love love,1,0,0,100
2198,PamelaAshley,Brown,Brunette,Fair,Oily,Uneven skin tones,150,"As a die hard double wear fan, this foundation is amazing! Rihanna did a great job with this. I'm super impressed at the longevity and such a pretty finish on the skin. The 150 shade is spot on for my skin tone! Didn't budge all day or settle into any fine lines after 10 hrs of wear. Will definitely repurchase!",1,0,0,100
2199,kaaaylarr,Brown,Black,Deep,Combination,Acne,420,Absolutely love. Perfect color match first off and that never happens. Great coverage. I enjoy wearing it medium and it's so light weight feels like nothings on your face. I actually forgot I was wearing foundation and started to rub my nose then remembered again. Absolutely love ❤️,1,0,0,80
2200,Jaynalynn,Brown,Black,Olive,Combination,Acne,290,"Absolutely in love with this foundation and it has become my new holy grail. Rihanna has gotten the foundation colours right for someone with olive undertones and the packaging is beautiful. Initially the foundation comes out quite watery, but when applied to the face (either using a Beauty Blender or a brush) it dries to a matte finish. Therefore, move quickly to blend. Foundation provides a light to medium coverage and does not feel heavy on the face. For all makeup lovers with oily or combination skin, this is a dream come true. Wearing it with the Fenty Primer or other primers that I own, I don't have to blot any oil for about 5 - 6 hours and if using a setting spray about 7 - 8 hours. Using the Fenty Invisimatte Blotting Powder as a light setting powder and a setting spray, I can go 8 - 9 hours depending on the weather. Humid temperatures does affecting wearing time, but this foundation has lasted longer than other ones that I own, including MAC Prolong Wear. Will continue to purchase in the future and have converted to the Fenty brand.",1,0,0,100
2201,Shwn,Unknown,Black,Deep,Oily,Uneven skin tones,430,OMG the absolute best coverage I will never use another,1,0,0,100
2202,MightyNikki,Unknown,Unknown,Unknown,Unknown,Unknown,150,"I absolutely adore this foundation, best I have tried yet. It is a matte finish which I didn't think i would like since I prefer dewy but oh this is beautiful. I wear it with Becca filter primer (purple one) as I found the Fenty beauty primer was way to drying with this, however if you are very oily you will like to use both. I dot small areas of my face then use my beauty blender- it dries very fast so do not dot your whole face then try and blend!! Looks beautiful, Im sure you dont need to powder this but i do anyways (chin, nose) since i can get both oily and dry. Also no breakouts!! Yay! So worth the purchase :,)",1,0,0,100
2203,jamsg1,Hazel,Blonde,Fair,Combination,Dark circles,120,I REALLY wanted to love this foundation :( Unfortunately it makes my skin super dry/ flakey and doesn’t really last. It works a little better when i mix it with a moisturizing foundation! The color match is great!,0,0,0,40
2205,somra,Green,Brunette,Medium,Combination,Aging,230,"Believe the hype. This is a really nice foundation with a light to medium finish. You maybe able to build it up more than that, but I don't have to. It's long-wearing and doesn't clog pores and gives a really nice fresh, even, natural tone. It has everything that I look for in a foundation. It doesn't smell weird or have a sticky or oily texture and it doesn't age your skin but sitting in the wrong places.",1,0,0,100
2209,aelizabeth115,Blue,Blonde,Porcelain,Dry,Acne,100,With my really fair skin it’s always hard to find a foundation that isn’t too dark. This foundation is a perfect match and feels great which is so hard to come by for my pale skin! Definitely would recommend!,1,0,0,100
2212,SoniaMarisol,Brown,Black,Medium,Combination,Acne,210,"Wasn't sure if it was as good as everyone was saying it was , but I finally gave in and went out to buy it. I don't regret it at all ! I went to Sephora and I got matched. I HIGHLY recommend going in store and getting matched just because there are a variety of shades. It is long-lasting and it is buildable coverage. I'd recommend dabbing on a little at first just because a lot does come out. When I apply it I use a primer spray as well just so it helps apply it better. I have combination skin and it works just great for my skin!",1,0,0,100
2213,RayvenMonnique,Brown,Black,Ebony,Combination,Acne,450,I love that this foundation works so well for my skin and it gives me a really flawless finish that I absolutely adore!,1,0,0,100
